"","Country","CountryCode","mean_feeling_of_happiness","mean_life_satisfaction","mean_financial_satisfaction","Year","gdp","Number_below_$3.65_a_day","Number_below_$6.85_a_day","Number_below_$10_a_day","total_population","Region","Latitude","Longitude","Length","Area"
"610","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"2018",6912.11029696274,"3406318","9675727","15724448",32203944,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"611","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"2019",6955.80995882668,"3118657","9343299","15475088",32824861,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"612","Philippines","PHL",1.73288814691152,6.64941569282137,5.7787979966611,"1997",1294.11012788891,"32409806","53689797","62611025",72718837,"East Asia and Pacific",12.879721,121.774017,130.23135094917,24.3001925437763
"613","Philippines","PHL",1.73288814691152,6.64941569282137,5.7787979966611,"2006",1452.22064136706,"37563614","63848165","74899451",87901835,"East Asia and Pacific",12.879721,121.774017,130.23135094917,24.3001925437763
"614","Philippines","PHL",1.73288814691152,6.64941569282137,5.7787979966611,"1994",1081.43295609927,"36085822","55226840","61740017",67650283,"East Asia and Pacific",12.879721,121.774017,130.23135094917,24.3001925437763
"615","Philippines","PHL",1.73288814691152,6.64941569282137,5.7787979966611,"2012",2671.77720537356,"38683407","69643324","82404232",98032317,"East Asia and Pacific",12.879721,121.774017,130.23135094917,24.3001925437763
"616","Philippines","PHL",1.73288814691152,6.64941569282137,5.7787979966611,"2000",1073.26322188173,"34531843","58975356","67939073",77958223,"East Asia and Pacific",12.879721,121.774017,130.23135094917,24.3001925437763
"617","Philippines","PHL",1.73288814691152,6.64941569282137,5.7787979966611,"2003",1049.38713351802,"34321445","61415211","71753797",82942837,"East Asia and Pacific",12.879721,121.774017,130.23135094917,24.3001925437763
"618","Philippines","PHL",1.73288814691152,6.64941569282137,5.7787979966611,"1991",821.453230868496,"34756486","51958940","57693171",63039751,"East Asia and Pacific",12.879721,121.774017,130.23135094917,24.3001925437763
"619","Philippines","PHL",1.73288814691152,6.64941569282137,5.7787979966611,"2009",1893.28116413571,"35419379","65767672","78081668",92946951,"East Asia and Pacific",12.879721,121.774017,130.23135094917,24.3001925437763
"620","Philippines","PHL",1.73288814691152,6.64941569282137,5.7787979966611,"2015",2974.29953130009,"34144939","69498835","84875702",103031365,"East Asia and Pacific",12.879721,121.774017,130.23135094917,24.3001925437763
"621","Philippines","PHL",1.73288814691152,6.64941569282137,5.7787979966611,"2018",3194.67452128933,"28758947","69617251","87728837",108568836,"East Asia and Pacific",12.879721,121.774017,130.23135094917,24.3001925437763
"622","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"2017",13815.6217986247,"36691","1160631","5574448",37974826,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"623","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"2003",5701.6022116161,"491899","5796038","13061092",38204570,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"624","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"2011",13776.6115521996,"186078","2874735","8877374",38063255,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"625","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"2012",13010.923390231,"145903","2726334","8770651",38063164,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"626","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"2009",11526.0558884824,"156725","2918758","9066889",38151603,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"627","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"1999",4398.08104335996,"469785","6051836","14600166",38660271,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"628","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"2000",4501.45406742273,"581165","6120090","14562179",38258629,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"629","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"2018",15504.5804848188,"27335","1412063","5953096",37974750,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"630","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"2019",15699.9113500703,"26042","998745","5000363",37965475,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"631","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"2008",13996.0251506835,"182062","3306234","9534674",38125759,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"632","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"2010",12504.2501856093,"158034","2723261","8766110",38042794,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"633","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"2007",11254.5173881254,"253470","4066548","11087202",38120560,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"634","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"2004",6681.38647195042,"601667","5335081","12517513",38182222,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"635","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"2016",12378.75943742,"40889","1463477","6140539",37970087,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"636","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"1998",4518.10822630174,"394622","5430160","14038136",38663481,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"637","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"1996",4147.46550145483,"8686951","25713724","33413954",38624370,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"638","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"2013",13558.414058018,"143866","2732235","8743679",38040196,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"639","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"2005",8021.50574346795,"669101","6330423","14612823",38165445,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"640","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"2006",9035.41046744936,"395910","5036924","12764288",38141267,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"641","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"1995",3686.81929987805,"2024954","8297472","16402113",38594998,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"642","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"2014",14182.1375046373,"158120","2574887","8326247",38011735,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"643","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"2015",12560.051419682,"102231","2298006","7630927",37986412,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"644","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"2001",4991.24435799511,"644935","6322475","14902182",38248076,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"645","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"2002",5207.17142069402,"726916","6737266","15156614",38230364,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"646","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"1993",2497.19524116689,"1552885","12786276","24299202",38461408,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"647","Poland","POL",1.84404636459431,7.09062170706006,5.76185458377239,"1992",2459.02068468253,"287035","2868422","9685517",38363667,"Europe and Central Asia",51.919438,19.145136,35.3278357078704,40.9107305218171
"648","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe and Central Asia",39.399872,-8.224454,19.453695585753,9.30248369289906
"649","Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America and Caribbean",18.220833,-66.590149,4.78861765898392,0.7813508145237
"650","Qatar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Middle East and North Africa",25.354826,51.183884,4.78981111664242,0.994812395645856
"651","Romania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe and Central Asia",45.943161,24.96676,29.0362918643209,27.4983093435809
"652","Russia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe and Central Asia",61.52401,105.318756,NA,NA
"653","Rwanda","RWA",1.70006548788474,6.46758349705305,6.09299279633268,"2000",254.942370752419,"7100113","7617122","7752262",8109989,"Sub-Saharan Africa",-1.940278,29.873888,7.15985445295317,2.04338240125447
"654","Rwanda","RWA",1.70006548788474,6.46758349705305,6.09299279633268,"2016",728.434489970531,"9106429","10757216","11299283",11930899,"Sub-Saharan Africa",-1.940278,29.873888,7.15985445295317,2.04338240125447
"655","Rwanda","RWA",1.70006548788474,6.46758349705305,6.09299279633268,"2013",704.056289881296,"8616488","10041307","10407196",11101350,"Sub-Saharan Africa",-1.940278,29.873888,7.15985445295317,2.04338240125447
"656","Rwanda","RWA",1.70006548788474,6.46758349705305,6.09299279633268,"2010",593.802607489539,"8259137","9378914","9688467",10309031,"Sub-Saharan Africa",-1.940278,29.873888,7.15985445295317,2.04338240125447
"657","Rwanda","RWA",1.70006548788474,6.46758349705305,6.09299279633268,"2005",324.866355005359,"7412200","8300714","8524571",9026299,"Sub-Saharan Africa",-1.940278,29.873888,7.15985445295317,2.04338240125447
"658","Saint Kitts and Nevis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America and Caribbean",17.357822,-62.782998,0.666472582996356,0.0166259773469616
"659","Saint Lucia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America and Caribbean",13.909444,-60.978893,0.95298765424427,0.0531243979913017
"660","Saint Martin (French part)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America and Caribbean",NA,NA,NA,NA
"661","Saint Vincent and the Grenadines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America and Caribbean",12.984305,-61.287228,0.649527005754028,0.0285448188512501
"662","Samoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East Asia and Pacific",-13.759029,-172.104629,3.01966189419364,0.245518905956019
"663","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe and Central Asia",43.94236,12.457777,0.315110445720152,0.00671112264969922
"664","Sao Tome and Principe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa",NA,NA,1.52828430331244,0.0927900315166639
"665","Saudi Arabia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Middle East and North Africa",23.885942,45.079162,68.2767058247393,171.282272506923
"666","Senegal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa",14.497401,-14.452362,31.010946782367,16.4280056040654
"667","Serbia","SRB",2.11288848263254,6.12385740402194,4.53610603290676,"2010",5735.42285659849,"143555","1056923","2694431",7291436,"Europe and Central Asia",44.016521,21.005859,19.4849922905667,9.89661076759154
"668","Serbia","SRB",2.11288848263254,6.12385740402194,4.53610603290676,"2012",6015.94522756969,"732278","1796552","3063470",7199077,"Europe and Central Asia",44.016521,21.005859,19.4849922905667,9.89661076759154
"669","Serbia","SRB",2.11288848263254,6.12385740402194,4.53610603290676,"2013",6755.07367461629,"104333","1062324","2743881",7164132,"Europe and Central Asia",44.016521,21.005859,19.4849922905667,9.89661076759154
"670","Serbia","SRB",2.11288848263254,6.12385740402194,4.53610603290676,"2006",4382.61727851692,"141767","1008039","2674443",7411569,"Europe and Central Asia",44.016521,21.005859,19.4849922905667,9.89661076759154
"671","Serbia","SRB",2.11288848263254,6.12385740402194,4.53610603290676,"2008",7101.04014116862,"66030","739999","2382821",7350222,"Europe and Central Asia",44.016521,21.005859,19.4849922905667,9.89661076759154
"672","Serbia","SRB",2.11288848263254,6.12385740402194,4.53610603290676,"2019",7417.20364852201,"84545","738047","1906639",6945235,"Europe and Central Asia",44.016521,21.005859,19.4849922905667,9.89661076759154
"673","Serbia","SRB",2.11288848263254,6.12385740402194,4.53610603290676,"2004",3502.80292389567,"220218","1579472","3343495",7463157,"Europe and Central Asia",44.016521,21.005859,19.4849922905667,9.89661076759154
"674","Serbia","SRB",2.11288848263254,6.12385740402194,4.53610603290676,"2009",6169.11419477823,"105790","822506","2502453",7320807,"Europe and Central Asia",44.016521,21.005859,19.4849922905667,9.89661076759154
"675","Serbia","SRB",2.11288848263254,6.12385740402194,4.53610603290676,"2018",7252.40185773992,"47591","582251","1817406",6982604,"Europe and Central Asia",44.016521,21.005859,19.4849922905667,9.89661076759154
"676","Serbia","SRB",2.11288848263254,6.12385740402194,4.53610603290676,"2002",2283.84668494941,"81574","764272","2143283",7496522,"Europe and Central Asia",44.016521,21.005859,19.4849922905667,9.89661076759154
"677","Serbia","SRB",2.11288848263254,6.12385740402194,4.53610603290676,"2015",5588.98072768556,"61331","645400","2029139",7095383,"Europe and Central Asia",44.016521,21.005859,19.4849922905667,9.89661076759154
"678","Serbia","SRB",2.11288848263254,6.12385740402194,4.53610603290676,"2014",6600.05680854589,"872062","2008812","3299489",7130576,"Europe and Central Asia",44.016521,21.005859,19.4849922905667,9.89661076759154
"679","Serbia","SRB",2.11288848263254,6.12385740402194,4.53610603290676,"2007",5848.47640545105,"97395","911411","2535069",7381579,"Europe and Central Asia",44.016521,21.005859,19.4849922905667,9.89661076759154
"680","Serbia","SRB",2.11288848263254,6.12385740402194,4.53610603290676,"2016",5765.20076202711,"778081","1733880","2920661",7058322,"Europe and Central Asia",44.016521,21.005859,19.4849922905667,9.89661076759154
"681","Serbia","SRB",2.11288848263254,6.12385740402194,4.53610603290676,"2003",3005.42635224484,"133477","1111599","2717181",7480591,"Europe and Central Asia",44.016521,21.005859,19.4849922905667,9.89661076759154
"682","Serbia","SRB",2.11288848263254,6.12385740402194,4.53610603290676,"2005",3720.47915467431,"275120","1434544","2939101",7440769,"Europe and Central Asia",44.016521,21.005859,19.4849922905667,9.89661076759154
"683","Serbia","SRB",2.11288848263254,6.12385740402194,4.53610603290676,"2017",6292.54362926707,"632159","1523465","2702829",7020858,"Europe and Central Asia",44.016521,21.005859,19.4849922905667,9.89661076759154
"684","Seychelles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa",-4.679574,55.491977,1.35672674599816,0.0308924056411493
"685","Sierra Leone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa",8.460555,-11.779889,13.8097170002216,5.95383635515294
"686","Singapore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East Asia and Pacific",1.352083,103.819836,0.858102626091241,0.0447879727837636
"687","Sint Maarten (Dutch part)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America and Caribbean",NA,NA,NA,NA
"688","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe and Central Asia",48.669026,19.699024,14.309671719273,5.97807800371313
"689","Slovenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe and Central Asia",46.151241,14.995463,9.95203228824179,2.37699205076525
"690","Solomon Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East Asia and Pacific",-9.64571,160.156194,30.4612883979217,2.21880807675263
"691","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa",5.152149,46.199616,48.9953616048232,52.0704024579851
"692","South Africa","ZAF",1.78046324269889,6.31957032561262,5.09097012420275,"2014",6965.1378973693,"21793925","33610749","38996890",54729551,"Sub-Saharan Africa",-30.559482,22.937506,68.4548253215778,113.136016685585
"693","South Africa","ZAF",1.78046324269889,6.31957032561262,5.09097012420275,"2008",6251.89483275936,"19574344","31039973","36052546",50565812,"Sub-Saharan Africa",-30.559482,22.937506,68.4548253215778,113.136016685585
"694","South Africa","ZAF",1.78046324269889,6.31957032561262,5.09097012420275,"2010",8059.58701700552,"19439161","31196070","36273332",51784921,"Sub-Saharan Africa",-30.559482,22.937506,68.4548253215778,113.136016685585
"695","South Africa","ZAF",1.78046324269889,6.31957032561262,5.09097012420275,"1993",3461.37840011033,"20632682","28160677","31717863",42525440,"Sub-Saharan Africa",-30.559482,22.937506,68.4548253215778,113.136016685585
"696","South Africa","ZAF",1.78046324269889,6.31957032561262,5.09097012420275,"2000",3241.67447517796,"24902859","33409861","37313409",46813266,"Sub-Saharan Africa",-30.559482,22.937506,68.4548253215778,113.136016685585
"697","South Africa","ZAF",1.78046324269889,6.31957032561262,5.09097012420275,"2005",5893.21302357697,"24505549","34381018","37810604",49017147,"Sub-Saharan Africa",-30.559482,22.937506,68.4548253215778,113.136016685585
"698","South Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East Asia and Pacific",35.907757,127.766922,28.3332677005402,9.76687713031933
"699","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa",NA,NA,41.8962017150055,51.873499227524
"700","Spain","ESP",1.93959731543624,6.98909395973154,6.26426174496644,"2009",32169.5028548583,"503843","1080322","1864271",46362946,"Europe and Central Asia",40.463667,-3.74922,51.7249563726083,52.9154485823975
"701","Spain","ESP",1.93959731543624,6.98909395973154,6.26426174496644,"2018",30379.7211126422,"577605","1256799","2263837",46797754,"Europe and Central Asia",40.463667,-3.74922,51.7249563726083,52.9154485823975
"702","Spain","ESP",1.93959731543624,6.98909395973154,6.26426174496644,"2010",30532.4805081656,"493179","1254078","2037466",46576897,"Europe and Central Asia",40.463667,-3.74922,51.7249563726083,52.9154485823975
"703","Spain","ESP",1.93959731543624,6.98909395973154,6.26426174496644,"2006",28389.0785799873,"499613","1161556","2165265",44397319,"Europe and Central Asia",40.463667,-3.74922,51.7249563726083,52.9154485823975
"704","Spain","ESP",1.93959731543624,6.98909395973154,6.26426174496644,"2008",35510.7222312701,"398810","894628","1534649",45954106,"Europe and Central Asia",40.463667,-3.74922,51.7249563726083,52.9154485823975
"705","Spain","ESP",1.93959731543624,6.98909395973154,6.26426174496644,"1995",15471.962716535,"694458","1777405","3365209",39724050,"Europe and Central Asia",40.463667,-3.74922,51.7249563726083,52.9154485823975
"706","Spain","ESP",1.93959731543624,6.98909395973154,6.26426174496644,"1990",13804.8767869937,"276721","1163507","3107136",38867322,"Europe and Central Asia",40.463667,-3.74922,51.7249563726083,52.9154485823975
"707","Spain","ESP",1.93959731543624,6.98909395973154,6.26426174496644,"2012",28322.9465923276,"723691","1573688","2803254",46773055,"Europe and Central Asia",40.463667,-3.74922,51.7249563726083,52.9154485823975
"708","Spain","ESP",1.93959731543624,6.98909395973154,6.26426174496644,"2017",28185.3213671969,"508974","1156031","2296773",46593236,"Europe and Central Asia",40.463667,-3.74922,51.7249563726083,52.9154485823975
"709","Spain","ESP",1.93959731543624,6.98909395973154,6.26426174496644,"2007",32591.3503065871,"318740","715896","1464608",45226803,"Europe and Central Asia",40.463667,-3.74922,51.7249563726083,52.9154485823975
"710","Spain","ESP",1.93959731543624,6.98909395973154,6.26426174496644,"2005",26429.1509449319,"459190","1114066","1866420",43653155,"Europe and Central Asia",40.463667,-3.74922,51.7249563726083,52.9154485823975
"711","Spain","ESP",1.93959731543624,6.98909395973154,6.26426174496644,"2004",24907.0008505856,"545448","1043375","1987205",42921895,"Europe and Central Asia",40.463667,-3.74922,51.7249563726083,52.9154485823975
"712","Spain","ESP",1.93959731543624,6.98909395973154,6.26426174496644,"2016",26537.1594894542,"781130","1635662","2949829",46484062,"Europe and Central Asia",40.463667,-3.74922,51.7249563726083,52.9154485823975
"713","Spain","ESP",1.93959731543624,6.98909395973154,6.26426174496644,"2019",29581.5185513299,"541995","1307438","2194767",47134837,"Europe and Central Asia",40.463667,-3.74922,51.7249563726083,52.9154485823975
"714","Spain","ESP",1.93959731543624,6.98909395973154,6.26426174496644,"2000",14749.6874248766,"296195","709514","1511395",40567864,"Europe and Central Asia",40.463667,-3.74922,51.7249563726083,52.9154485823975
"715","Spain","ESP",1.93959731543624,6.98909395973154,6.26426174496644,"2011",31677.9003083652,"767209","1417276","2630937",46742697,"Europe and Central Asia",40.463667,-3.74922,51.7249563726083,52.9154485823975
"716","Spain","ESP",1.93959731543624,6.98909395973154,6.26426174496644,"2013",29077.1820557563,"783070","1768778","3100643",46620045,"Europe and Central Asia",40.463667,-3.74922,51.7249563726083,52.9154485823975
"717","Spain","ESP",1.93959731543624,6.98909395973154,6.26426174496644,"2003",21510.8362454011,"493948","948422","1706546",42187645,"Europe and Central Asia",40.463667,-3.74922,51.7249563726083,52.9154485823975
"718","Spain","ESP",1.93959731543624,6.98909395973154,6.26426174496644,"2015",25754.36102944,"677903","1610216","2942626",46444832,"Europe and Central Asia",40.463667,-3.74922,51.7249563726083,52.9154485823975
"719","Spain","ESP",1.93959731543624,6.98909395973154,6.26426174496644,"2014",29513.6511800405,"676873","1557014","3464939",46480882,"Europe and Central Asia",40.463667,-3.74922,51.7249563726083,52.9154485823975
"720","Sri Lanka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Asia",7.873054,80.771797,13.9984198710169,5.41208787006677
"721","Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa",12.862807,30.217636,65.2824905939917,156.781777846977
"722","Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America and Caribbean",3.919305,-56.027783,17.1266128630751,11.810420806727
"723","Sweden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe and Central Asia",60.128161,18.643501,92.1859283329707,78.5686040073304
"724","Switzerland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe and Central Asia",46.818188,8.227512,15.5315226247949,4.88927661224314
"725","Syria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Middle East and North Africa",34.802075,38.996815,22.535536993499,18.5706058091115
"726","Tajikistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe and Central Asia",38.861034,71.276093,33.87753191411,14.7158593629099
"727","Tanzania","TZA",1.50045745654163,3.88380603842635,3.48673376029277,"2000",399.451141357422,"31988241","33311553","33432104",34463704,"Sub-Saharan Africa",-6.369028,34.888822,45.4054960712079,77.0087782001914
"728","Tanzania","TZA",1.50045745654163,3.88380603842635,3.48673376029277,"2018",1010.93762207031,"41862273","51958563","54379826",58090443,"Sub-Saharan Africa",-6.369028,34.888822,45.4054960712079,77.0087782001914
"729","Tanzania","TZA",1.50045745654163,3.88380603842635,3.48673376029277,"2011",768.933471679688,"35041481","42786316","44502723",46416031,"Sub-Saharan Africa",-6.369028,34.888822,45.4054960712079,77.0087782001914
"730","Tanzania","TZA",1.50045745654163,3.88380603842635,3.48673376029277,"1991",189.590972900391,"23308666","25621418","25955987",26890906,"Sub-Saharan Africa",-6.369028,34.888822,45.4054960712079,77.0087782001914
"731","Tanzania","TZA",1.50045745654163,3.88380603842635,3.48673376029277,"2007",539.122314453125,"33181688","38759386","39852237",41716497,"Sub-Saharan Africa",-6.369028,34.888822,45.4054960712079,77.0087782001914
"732","Thailand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East Asia and Pacific",15.870032,100.992541,65.5202806525262,43.1432262065855
"733","Timor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East Asia and Pacific",NA,NA,NA,NA
"734","Togo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sub-Saharan Africa",8.619543,0.824782,14.0274073222111,4.6921400654
"735","Tonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East Asia and Pacific",-21.178986,-175.198242,1.30912378788392,0.0400182036535035
"736","Trinidad and Tobago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America and Caribbean",10.691803,-61.222503,4.38497237397237,0.413752703092474
"737","Tunisia","TUN",2.09895615866388,5.55240083507307,4.77035490605428,"2010",4241.01190951928,"790115","3302619","5753632",10895063,"Middle East and North Africa",33.886917,9.537499,25.0143018445706,15.1889325716084
"738","Tunisia","TUN",2.09895615866388,5.55240083507307,4.77035490605428,"2015",3960.97532992845,"247189","2006384","4627072",11557779,"Middle East and North Africa",33.886917,9.537499,25.0143018445706,15.1889325716084
"739","Tunisia","TUN",2.09895615866388,5.55240083507307,4.77035490605428,"1990",1456.22448917712,"2215958","4960229","6526515",8440023,"Middle East and North Africa",33.886917,9.537499,25.0143018445706,15.1889325716084
"740","Tunisia","TUN",2.09895615866388,5.55240083507307,4.77035490605428,"1995",1940.03429264542,"2569145","5538611","7144535",9294102,"Middle East and North Africa",33.886917,9.537499,25.0143018445706,15.1889325716084
"741","Tunisia","TUN",2.09895615866388,5.55240083507307,4.77035490605428,"2005",3106.65564728783,"1287682","4258637","6583702",10388344,"Middle East and North Africa",33.886917,9.537499,25.0143018445706,15.1889325716084
"742","Tunisia","TUN",2.09895615866388,5.55240083507307,4.77035490605428,"2000",2170.48175121644,"1910971","4967655","6949822",9893316,"Middle East and North Africa",33.886917,9.537499,25.0143018445706,15.1889325716084
"743","Turkey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe and Central Asia",38.963745,35.243322,NA,NA
"744","Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe and Central Asia",38.969719,59.556278,44.8011484147862,57.8605596108264
"745","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America and Caribbean",21.694025,-71.797928,1.2019739168969,0.02610506885777
"746","Tuvalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East Asia and Pacific",-7.109535,177.64933,0.402972817512915,0.00237665111245055
"747","Uganda","UGA",1.9939879759519,5.65430861723447,4.89579158316633,"1999",257.678577745517,"20213518","22095004","22621217",23279247,"Sub-Saharan Africa",1.373333,32.290275,21.248227720151,19.6768074328088
"748","Uganda","UGA",1.9939879759519,5.65430861723447,4.89579158316633,"2009",799.929632084631,"23630839","28666954","29997056",31412520,"Sub-Saharan Africa",1.373333,32.290275,21.248227720151,19.6768074328088
"749","Uganda","UGA",1.9939879759519,5.65430861723447,4.89579158316633,"1996",284.456803503525,"18299296","20249893","20748095",21249572,"Sub-Saharan Africa",1.373333,32.290275,21.248227720151,19.6768074328088
"750","Uganda","UGA",1.9939879759519,5.65430861723447,4.89579158316633,"2012",796.711135048199,"23785585","30938183","32903847",34273295,"Sub-Saharan Africa",1.373333,32.290275,21.248227720151,19.6768074328088
"751","Uganda","UGA",1.9939879759519,5.65430861723447,4.89579158316633,"2016",753.684408569709,"28226875","35659502","37845324",38748299,"Sub-Saharan Africa",1.373333,32.290275,21.248227720151,19.6768074328088
"752","Uganda","UGA",1.9939879759519,5.65430861723447,4.89579158316633,"2019",823.138950454868,"31841317","40313932","42668170",42949080,"Sub-Saharan Africa",1.373333,32.290275,21.248227720151,19.6768074328088
"753","Uganda","UGA",1.9939879759519,5.65430861723447,4.89579158316633,"1992",151.976546497897,"16317627","17959979","18277388",18801966,"Sub-Saharan Africa",1.373333,32.290275,21.248227720151,19.6768074328088
"754","Uganda","UGA",1.9939879759519,5.65430861723447,4.89579158316633,"2002",241.86893022857,"21635467","23999486","24623145",25545090,"Sub-Saharan Africa",1.373333,32.290275,21.248227720151,19.6768074328088
"755","Uganda","UGA",1.9939879759519,5.65430861723447,4.89579158316633,"2005",330.602857799971,"22483677","26096589","26970558",27946588,"Sub-Saharan Africa",1.373333,32.290275,21.248227720151,19.6768074328088
"756","Ukraine","UKR",2.1062381852552,6.02722117202268,4.78374291115312,"2010",3078.42993164063,"193800","6964291","20460797",45870741,"Europe and Central Asia",48.379433,31.16558,79.5452703020405,73.4829480179457
