"","Country","CountryCode","mean_feeling_of_happiness","mean_life_satisfaction","mean_financial_satisfaction","Year","gdp","Number_below_$3.65_a_day","Number_below_$6.85_a_day","Number_below_$10_a_day","total_population","Region","Latitude","Longitude","Length","Area"
"588","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"1999",1911.73501688306,"9474736","16200450","20072965",26252239,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"589","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"2008",4184.88598248749,"6485784","13262374","18233976",28806185,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"590","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"2005",2702.23770075461,"9807222","17140741","21459278",28147267,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"591","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"2000",1941.318259717,"9354783","16500944","20625367",26654439,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"592","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"2006",3123.32015935927,"8560588","15704218","20311590",28381078,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"593","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"2015",6180.1949572907,"3898443","9978607","15917385",30711863,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"594","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"2016",6163.79102629697,"3862857","9856815","15629326",31132779,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"595","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"2004",2393.66589710452,"9066250","16511996","20823567",27893911,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"596","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"1998",2149.70106301576,"8962509","15979865","19502106",25818226,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"597","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"1994",1871.3921088991,"9170656","16356265","20057852",23983258,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"598","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"2001",1925.97942030475,"10066148","17137001","20957122",27014909,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"599","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"2013",6697.18526837489,"4188032","10287842","15685922",30038809,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"600","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"2003",2126.13782387391,"8865196","16274456","20349015",27623341,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"601","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"1997",2292.39651714831,"9069385","15471990","19003161",25365386,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"602","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"2014",6614.93333937211,"3947168","10047630","15624220",30353951,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"603","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"2002",2003.97108061855,"9270775","16336404","20412295",27334503,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"604","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"2012",6475.68607048931,"4377518","10425138","15748741",29749589,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"605","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"2010",5047.24930726929,"5176655","11771796","17165741",29229572,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"606","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"2009",4164.97048299155,"5916635","12848150","17978841",29009326,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"607","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"2017",6676.28422114802,"3895328","10257143","16004011",31605486,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"608","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"2011",5826.83230656078,"4765755","11149632","16532169",29477721,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
"609","Peru","PER",1.92600786627335,7.05457227138643,5.80703048180924,"2020",6056.34390291445,"5726089","14080069","20411855",33304756,"Latin America and Caribbean",-9.189967,-75.015152,68.2853844078671,106.500857766754
